contrato_id,cliente_id,categoria_produto,subtipo,ano,mes,data_adesao,valor_mensal,status
842,548,consorcio,Veículo Leve,2026,5,2026-05-04,699.93,ativo
843,549,consorcio,Motocicleta,2025,9,2025-09-23,3162.25,ativo
844,549,cartao,Visa Gold,2026,5,2026-05-18,26.18,ativo
845,550,seguro_avulso,Vida,2026,5,2026-05-03,92.64,ativo
846,551,seguro_cartao,Seguro Vida Cartão (Prestamista),2025,6,2025-06-01,19.83,suspenso
847,552,consorcio,Motocicleta,2025,11,2025-11-16,846.26,cancelado
848,553,cartao,Mastercard Gold,2026,5,2026-05-13,57.1,ativo
849,553,seguro_avulso,Garantia Estendida,2025,11,2025-11-15,36.47,ativo
850,554,seguro_cartao,Proteção Financeira do Cartão,2025,10,2025-10-21,22.85,ativo
851,555,consorcio,Motocicleta,2025,7,2025-07-14,1360.18,ativo
852,556,seguro_avulso,Residencial,2025,12,2025-12-21,49.47,ativo
853,556,seguro_cartao,Seguro Vida Cartão (Prestamista),2026,1,2026-01-06,17.41,ativo
854,556,consorcio,Imóvel,2026,1,2026-01-02,1627.97,ativo
855,557,cartao,Visa Platinum,2025,11,2025-11-25,60.91,ativo
856,557,seguro_avulso,Auto,2026,5,2026-05-14,392.4,ativo
857,558,consorcio,Imóvel,2025,4,2025-04-23,3182.09,cancelado
858,559,consorcio,Imóvel,2025,9,2025-09-23,802.3,ativo
859,559,seguro_avulso,Garantia Estendida,2025,5,2025-05-09,39.35,ativo
860,560,consorcio,Imóvel,2026,5,2026-05-14,2923.76,ativo
861,560,seguro_cartao,Proteção Financeira do Cartão,2026,1,2026-01-03,10.89,ativo
862,561,cartao,Mastercard Standard,2025,6,2025-06-22,32.38,cancelado
863,561,consorcio,Eletroeletrônico,2026,6,2026-06-04,1507.21,ativo
864,562,consorcio,Imóvel,2026,3,2026-03-23,302.21,ativo
865,563,cartao,Visa Gold,2026,4,2026-04-17,45.32,ativo
866,563,seguro_cartao,Seguro Vida Cartão (Prestamista),2025,5,2025-05-08,12.11,ativo
867,564,consorcio,Eletroeletrônico,2025,11,2025-11-12,2328.2,suspenso
868,565,seguro_cartao,Proteção Financeira do Cartão,2026,4,2026-04-20,12.96,ativo
869,565,seguro_avulso,Auto,2026,3,2026-03-14,224.96,ativo
870,565,consorcio,Motocicleta,2025,7,2025-07-06,1485.18,ativo
871,566,seguro_avulso,Residencial,2026,1,2026-01-14,71.43,ativo
872,567,seguro_cartao,Seguro Vida Cartão (Prestamista),2026,2,2026-02-21,13.18,ativo
873,568,cartao,Elo Standard,2025,11,2025-11-14,67.97,ativo
874,568,seguro_cartao,Seguro Vida Cartão (Prestamista),2026,3,2026-03-10,15.31,suspenso
875,569,cartao,Elo Standard,2025,5,2025-05-11,40.79,suspenso
876,570,seguro_cartao,Proteção Financeira do Cartão,2026,4,2026-04-10,10.6,ativo
877,571,seguro_avulso,Auto,2025,7,2025-07-16,438.04,ativo
878,572,seguro_avulso,Auto,2025,7,2025-07-02,288.45,ativo
879,572,seguro_cartao,Proteção Financeira do Cartão,2026,1,2026-01-03,15.29,ativo
880,573,seguro_cartao,Seguro Vida Cartão (Prestamista),2025,8,2025-08-19,13.66,ativo
881,573,cartao,Mastercard Standard,2025,7,2025-07-21,27.25,ativo
882,574,seguro_cartao,Proteção Financeira do Cartão,2025,1,2025-01-11,14.47,ativo
883,575,cartao,Visa Gold,2026,5,2026-05-14,73.91,ativo
884,575,consorcio,Veículo Leve,2025,10,2025-10-17,2760.22,cancelado
885,576,cartao,Mastercard Standard,2026,6,2026-06-05,47.23,suspenso
886,577,seguro_cartao,Proteção Financeira do Cartão,2026,1,2026-01-03,19.62,cancelado
887,578,seguro_cartao,Proteção Financeira do Cartão,2025,2,2025-02-04,18.9,ativo
888,579,cartao,Elo Gold,2025,6,2025-06-11,70.09,cancelado
889,579,seguro_cartao,Proteção Financeira do Cartão,2025,6,2025-06-15,18.15,ativo
890,579,consorcio,Imóvel,2025,11,2025-11-13,1919.95,ativo
891,580,seguro_avulso,Auto,2026,6,2026-06-02,259.76,ativo
892,581,seguro_avulso,Vida,2026,3,2026-03-12,84.44,cancelado
893,581,consorcio,Imóvel,2025,9,2025-09-22,2666.05,ativo
894,581,cartao,Mastercard Gold,2026,3,2026-03-27,70.1,ativo
895,582,cartao,Mastercard Black,2026,6,2026-06-17,69.44,ativo
896,582,seguro_avulso,Auto,2026,2,2026-02-05,218.2,ativo
897,583,seguro_cartao,Proteção Financeira do Cartão,2025,5,2025-05-20,16.28,ativo
898,584,seguro_cartao,Proteção Financeira do Cartão,2026,3,2026-03-05,15.43,ativo
899,584,cartao,Visa Standard,2026,5,2026-05-22,66.48,ativo
900,585,consorcio,Veículo Pesado,2026,2,2026-02-15,2214.15,ativo
901,585,seguro_avulso,Garantia Estendida,2025,4,2025-04-16,49.1,cancelado
902,586,cartao,Mastercard Black,2025,10,2025-10-04,48.8,ativo
903,586,seguro_avulso,Residencial,2025,1,2025-01-27,49.26,ativo
904,586,consorcio,Imóvel,2025,2,2025-02-16,343.42,ativo
905,587,cartao,Visa Platinum,2026,4,2026-04-07,78.25,suspenso
906,588,cartao,Elo Gold,2026,4,2026-04-24,29.2,ativo
907,589,cartao,Mastercard Gold,2026,2,2026-02-15,15.63,ativo
908,589,seguro_avulso,Auto,2026,6,2026-06-10,221.06,ativo
909,590,seguro_avulso,Vida,2025,2,2025-02-19,89.46,ativo
910,591,cartao,Elo Gold,2025,11,2025-11-16,15.16,cancelado
911,591,seguro_avulso,Auto,2025,1,2025-01-22,312.22,ativo
912,592,cartao,Elo Standard,2025,9,2025-09-25,56.02,cancelado
913,592,consorcio,Imóvel,2025,12,2025-12-06,3123.76,cancelado
914,593,seguro_cartao,Proteção Financeira do Cartão,2025,10,2025-10-27,11.06,ativo
915,593,seguro_avulso,Residencial,2025,12,2025-12-19,39.4,ativo
916,593,cartao,Visa Gold,2026,2,2026-02-11,39.2,ativo
917,594,seguro_cartao,Proteção Financeira do Cartão,2025,11,2025-11-02,9.61,ativo
918,594,consorcio,Imóvel,2026,4,2026-04-04,2303.44,suspenso
919,594,cartao,Mastercard Standard,2025,11,2025-11-16,32.36,cancelado
920,595,seguro_cartao,Seguro Vida Cartão (Prestamista),2025,6,2025-06-07,9.43,ativo
921,595,cartao,Mastercard Gold,2026,3,2026-03-08,49.44,ativo
922,595,seguro_avulso,Garantia Estendida,2025,12,2025-12-06,33.45,ativo
923,596,seguro_avulso,Garantia Estendida,2025,11,2025-11-04,27.79,ativo
924,597,seguro_avulso,Vida,2025,6,2025-06-24,53.56,ativo
925,598,consorcio,Motocicleta,2025,2,2025-02-27,1266.86,ativo
926,599,cartao,Visa Standard,2025,7,2025-07-12,72.61,ativo
927,600,consorcio,Veículo Pesado,2025,7,2025-07-16,2783.89,ativo
928,600,cartao,Visa Standard,2025,11,2025-11-15,44.55,suspenso
929,600,seguro_avulso,Garantia Estendida,2025,3,2025-03-17,42.88,ativo
930,601,seguro_avulso,Garantia Estendida,2025,3,2025-03-01,56.22,cancelado
931,602,cartao,Mastercard Standard,2026,4,2026-04-18,33.44,ativo
932,602,consorcio,Motocicleta,2025,3,2025-03-05,2072.39,cancelado
933,603,seguro_avulso,Auto,2025,12,2025-12-14,310.46,ativo
934,604,cartao,Visa Platinum,2025,2,2025-02-24,43.94,ativo
935,605,seguro_avulso,Vida,2025,1,2025-01-21,70.82,ativo
936,605,cartao,Elo Gold,2025,4,2025-04-23,72.32,ativo
937,605,seguro_cartao,Proteção Financeira do Cartão,2026,5,2026-05-22,19.85,ativo
938,606,cartao,Visa Standard,2025,6,2025-06-01,53.96,cancelado
939,607,seguro_avulso,Auto,2025,2,2025-02-14,271.63,cancelado
940,607,seguro_cartao,Proteção Financeira do Cartão,2025,4,2025-04-07,9.85,ativo
941,608,cartao,Mastercard Gold,2026,5,2026-05-08,67.34,ativo
942,609,cartao,Visa Gold,2026,1,2026-01-25,56.92,ativo
943,609,seguro_avulso,Auto,2025,7,2025-07-04,251.03,ativo
944,609,consorcio,Motocicleta,2025,3,2025-03-18,2637.73,ativo
945,610,consorcio,Veículo Leve,2026,1,2026-01-15,1143.59,ativo
946,610,cartao,Visa Platinum,2025,11,2025-11-04,58.3,ativo
947,611,seguro_avulso,Vida,2025,5,2025-05-02,62.02,ativo
948,611,cartao,Visa Gold,2026,2,2026-02-17,16.29,cancelado
949,612,cartao,Mastercard Standard,2025,6,2025-06-04,69.53,cancelado
950,613,seguro_cartao,Seguro Vida Cartão (Prestamista),2025,8,2025-08-22,12.66,ativo
951,614,seguro_avulso,Residencial,2026,3,2026-03-11,35.6,ativo
952,615,seguro_avulso,Auto,2025,4,2025-04-07,449.74,ativo
953,615,consorcio,Veículo Pesado,2026,5,2026-05-06,629.85,ativo
954,616,seguro_cartao,Proteção Financeira do Cartão,2025,5,2025-05-23,18.67,cancelado
955,616,consorcio,Eletroeletrônico,2026,1,2026-01-23,2366.67,suspenso
956,616,seguro_avulso,Auto,2026,5,2026-05-19,333.64,ativo
957,617,cartao,Visa Gold,2025,12,2025-12-09,27.57,ativo
958,618,consorcio,Veículo Leve,2025,12,2025-12-17,791.28,cancelado
959,618,seguro_avulso,Auto,2026,6,2026-06-04,234.8,ativo
960,619,seguro_avulso,Auto,2025,4,2025-04-16,443.18,cancelado
961,619,cartao,Visa Standard,2026,6,2026-06-25,51.01,ativo
962,619,consorcio,Veículo Leve,2025,11,2025-11-20,369.88,ativo
963,620,cartao,Mastercard Gold,2025,10,2025-10-01,58.8,cancelado
964,621,consorcio,Motocicleta,2025,8,2025-08-12,3275.98,ativo
965,622,seguro_avulso,Garantia Estendida,2025,3,2025-03-06,59.18,ativo
966,622,seguro_cartao,Proteção Financeira do Cartão,2025,3,2025-03-16,16.24,ativo
967,622,cartao,Visa Standard,2025,6,2025-06-04,21.74,ativo
968,623,seguro_avulso,Auto,2025,5,2025-05-09,386.56,ativo
969,624,seguro_avulso,Residencial,2025,6,2025-06-04,85.6,ativo
970,625,seguro_avulso,Vida,2025,6,2025-06-03,97.51,ativo
971,625,consorcio,Imóvel,2025,12,2025-12-16,2089.68,ativo
972,625,cartao,Elo Standard,2026,2,2026-02-06,29.92,cancelado
973,626,seguro_avulso,Residencial,2026,5,2026-05-20,50.54,ativo
974,627,consorcio,Imóvel,2026,6,2026-06-10,1601.57,ativo
975,628,seguro_avulso,Auto,2025,1,2025-01-24,445.85,suspenso
976,629,seguro_avulso,Residencial,2025,10,2025-10-23,42.74,ativo
977,630,consorcio,Motocicleta,2025,10,2025-10-19,2660.75,ativo
978,631,cartao,Mastercard Gold,2026,3,2026-03-24,61.88,ativo
979,631,consorcio,Veículo Leve,2025,12,2025-12-06,2976.96,cancelado
980,632,seguro_avulso,Vida,2025,3,2025-03-23,52.26,ativo
981,632,seguro_cartao,Proteção Financeira do Cartão,2025,8,2025-08-24,12.28,ativo
982,632,cartao,Mastercard Black,2026,6,2026-06-15,48.31,ativo
983,633,seguro_cartao,Proteção Financeira do Cartão,2025,12,2025-12-08,11.69,ativo
984,634,cartao,Elo Gold,2025,1,2025-01-11,20.74,ativo
985,635,seguro_avulso,Auto,2025,10,2025-10-24,430.55,cancelado
986,635,cartao,Elo Gold,2025,12,2025-12-13,29.65,ativo
987,636,seguro_avulso,Auto,2026,1,2026-01-13,211.23,ativo
988,636,consorcio,Veículo Leve,2026,5,2026-05-24,2965.06,ativo
989,637,seguro_cartao,Proteção Financeira do Cartão,2026,3,2026-03-19,8.28,ativo
990,638,cartao,Mastercard Standard,2026,6,2026-06-22,59.83,ativo
991,639,seguro_avulso,Auto,2025,6,2025-06-09,163.68,ativo
992,640,seguro_avulso,Garantia Estendida,2026,5,2026-05-25,29.02,ativo
993,641,seguro_avulso,Vida,2025,1,2025-01-21,144.43,ativo
994,641,cartao,Visa Gold,2026,2,2026-02-02,23.92,ativo
995,642,seguro_avulso,Residencial,2025,9,2025-09-03,77.21,ativo
996,642,cartao,Mastercard Black,2026,2,2026-02-12,50.41,ativo
997,643,consorcio,Veículo Leve,2025,12,2025-12-12,1177.77,cancelado
998,643,cartao,Elo Gold,2026,6,2026-06-18,67.15,ativo
999,643,seguro_cartao,Proteção Financeira do Cartão,2025,7,2025-07-02,15.19,cancelado
1000,644,seguro_cartao,Proteção Financeira do Cartão,2025,5,2025-05-04,21.66,ativo
1001,645,seguro_cartao,Proteção Financeira do Cartão,2025,11,2025-11-20,20.04,ativo
1002,646,cartao,Mastercard Black,2025,4,2025-04-22,31.14,ativo
1003,647,cartao,Visa Standard,2026,3,2026-03-19,42.01,ativo
1004,647,seguro_cartao,Proteção Financeira do Cartão,2025,11,2025-11-13,17.49,cancelado
1005,647,seguro_avulso,Garantia Estendida,2026,4,2026-04-02,53.75,ativo
1006,648,seguro_avulso,Auto,2026,2,2026-02-22,330.53,ativo
1007,649,seguro_avulso,Auto,2025,9,2025-09-18,369.66,ativo
1008,650,cartao,Elo Gold,2025,6,2025-06-22,32.37,ativo
1009,651,cartao,Visa Platinum,2025,11,2025-11-04,17.9,ativo
1010,651,seguro_cartao,Seguro Vida Cartão (Prestamista),2026,5,2026-05-14,16.16,ativo
1011,651,consorcio,Veículo Leve,2025,11,2025-11-10,1710.71,cancelado
1012,652,seguro_cartao,Proteção Financeira do Cartão,2026,2,2026-02-12,13.58,ativo
1013,652,consorcio,Veículo Leve,2026,5,2026-05-27,1627.11,ativo
1014,652,cartao,Visa Standard,2025,10,2025-10-24,25.9,ativo
1015,653,seguro_cartao,Proteção Financeira do Cartão,2025,7,2025-07-26,20.65,ativo
1016,654,cartao,Visa Gold,2025,5,2025-05-17,30.74,ativo
1017,654,consorcio,Imóvel,2025,12,2025-12-18,1287.37,ativo
1018,655,cartao,Visa Standard,2025,9,2025-09-20,50.25,ativo
1019,656,seguro_cartao,Proteção Financeira do Cartão,2025,3,2025-03-16,15.11,cancelado
1020,657,consorcio,Veículo Leve,2026,5,2026-05-06,2746.84,ativo
1021,657,seguro_cartao,Seguro Vida Cartão (Prestamista),2025,2,2025-02-16,19.72,ativo
1022,658,consorcio,Veículo Leve,2025,2,2025-02-26,3007.12,ativo
1023,658,cartao,Visa Standard,2026,6,2026-06-25,22.22,ativo
1024,659,seguro_avulso,Vida,2025,8,2025-08-17,81.08,ativo
1025,660,seguro_avulso,Residencial,2026,3,2026-03-20,68.55,ativo
1026,661,seguro_cartao,Proteção Financeira do Cartão,2025,12,2025-12-04,11.78,ativo
1027,662,cartao,Mastercard Black,2025,12,2025-12-18,39.91,ativo
1028,662,consorcio,Imóvel,2025,9,2025-09-01,1803.82,ativo
1029,663,seguro_cartao,Proteção Financeira do Cartão,2025,5,2025-05-06,23.34,cancelado
1030,663,cartao,Visa Standard,2025,4,2025-04-15,65.67,ativo
1031,664,seguro_cartao,Proteção Financeira do Cartão,2025,1,2025-01-05,21.54,ativo
1032,665,cartao,Visa Platinum,2026,5,2026-05-13,64.3,ativo
1033,666,seguro_cartao,Proteção Financeira do Cartão,2025,9,2025-09-26,13.45,ativo
1034,666,cartao,Visa Gold,2026,2,2026-02-13,23.67,ativo
1035,667,consorcio,Imóvel,2026,4,2026-04-10,1427.41,ativo
1036,668,consorcio,Imóvel,2025,10,2025-10-14,584.28,ativo
1037,668,seguro_avulso,Auto,2026,1,2026-01-12,417.89,ativo
1038,669,cartao,Elo Standard,2026,2,2026-02-09,68.64,ativo
1039,669,seguro_avulso,Residencial,2026,5,2026-05-20,80.88,ativo
1040,670,cartao,Elo Standard,2026,4,2026-04-27,37.59,ativo
1041,670,consorcio,Imóvel,2025,3,2025-03-24,1879.13,ativo
1042,670,seguro_avulso,Garantia Estendida,2025,2,2025-02-24,37.28,ativo
1043,671,cartao,Mastercard Black,2025,4,2025-04-05,43.31,cancelado
1044,672,cartao,Mastercard Black,2025,6,2025-06-26,58.54,cancelado
1045,672,consorcio,Veículo Leve,2026,4,2026-04-24,1791.96,ativo
1046,672,seguro_cartao,Seguro Vida Cartão (Prestamista),2026,3,2026-03-07,16.06,ativo
1047,673,cartao,Elo Standard,2025,12,2025-12-24,18.61,ativo
1048,674,consorcio,Veículo Leve,2026,4,2026-04-22,1936.94,ativo
1049,675,consorcio,Eletroeletrônico,2025,8,2025-08-19,3014.48,ativo
1050,675,cartao,Mastercard Standard,2025,7,2025-07-06,70.81,ativo
1051,676,consorcio,Eletroeletrônico,2026,4,2026-04-25,2043.28,ativo
1052,676,seguro_avulso,Auto,2025,3,2025-03-22,398.47,ativo
1053,677,cartao,Visa Standard,2025,4,2025-04-18,55.62,cancelado
1054,677,seguro_cartao,Proteção Financeira do Cartão,2025,1,2025-01-04,20.17,ativo
1055,678,cartao,Visa Gold,2025,11,2025-11-27,68.86,ativo
1056,678,seguro_avulso,Vida,2025,6,2025-06-23,98.08,ativo
1057,679,seguro_avulso,Auto,2025,3,2025-03-22,437.18,cancelado
1058,680,seguro_avulso,Residencial,2025,4,2025-04-02,74.63,ativo
1059,680,consorcio,Imóvel,2025,4,2025-04-14,1774.05,ativo
1060,681,seguro_cartao,Proteção Financeira do Cartão,2025,1,2025-01-26,24.84,ativo
1061,682,cartao,Visa Gold,2026,4,2026-04-19,51.97,ativo
1062,682,seguro_cartao,Proteção Financeira do Cartão,2025,8,2025-08-06,17.63,cancelado
1063,682,consorcio,Veículo Leve,2025,3,2025-03-14,1646.57,ativo
1064,683,cartao,Mastercard Standard,2026,4,2026-04-20,18.65,ativo
1065,683,seguro_avulso,Residencial,2025,10,2025-10-19,63.63,ativo
1066,684,cartao,Visa Gold,2025,5,2025-05-04,76.54,suspenso
1067,684,seguro_cartao,Seguro Vida Cartão (Prestamista),2026,6,2026-06-16,11.64,suspenso
1068,684,seguro_avulso,Residencial,2025,1,2025-01-16,51.23,cancelado
1069,685,cartao,Mastercard Standard,2025,11,2025-11-03,27.7,ativo
1070,685,seguro_cartao,Proteção Financeira do Cartão,2026,2,2026-02-07,19.35,ativo
1071,686,seguro_avulso,Vida,2025,4,2025-04-19,138.26,cancelado
1072,687,cartao,Mastercard Standard,2025,7,2025-07-03,67.15,ativo
1073,688,seguro_avulso,Auto,2025,11,2025-11-16,216.39,ativo
1074,688,consorcio,Veículo Leve,2025,9,2025-09-26,1343.71,ativo
1075,689,seguro_cartao,Proteção Financeira do Cartão,2025,4,2025-04-23,10.56,cancelado
1076,690,cartao,Mastercard Gold,2026,2,2026-02-18,56.98,ativo
1077,690,seguro_avulso,Auto,2026,3,2026-03-11,375.6,ativo
1078,691,seguro_avulso,Residencial,2026,4,2026-04-01,56.15,ativo
1079,692,cartao,Mastercard Gold,2026,1,2026-01-16,47.57,ativo
1080,692,seguro_cartao,Proteção Financeira do Cartão,2025,4,2025-04-12,20.67,ativo
1081,693,seguro_avulso,Vida,2025,10,2025-10-12,95.68,cancelado
1082,694,consorcio,Imóvel,2025,12,2025-12-17,1209.85,ativo
1083,695,consorcio,Eletroeletrônico,2026,1,2026-01-10,2886.72,cancelado
1084,695,cartao,Visa Standard,2026,6,2026-06-24,64.02,ativo
1085,696,consorcio,Veículo Leve,2025,6,2025-06-24,2576.37,ativo
1086,697,cartao,Elo Gold,2025,5,2025-05-23,46.63,ativo
1087,698,cartao,Visa Standard,2025,4,2025-04-14,16.76,ativo
1088,699,cartao,Mastercard Gold,2025,1,2025-01-12,55.34,ativo
1089,700,cartao,Visa Standard,2026,2,2026-02-14,76.56,ativo
1090,700,seguro_avulso,Vida,2026,6,2026-06-08,143.01,ativo
1091,700,consorcio,Motocicleta,2026,3,2026-03-05,2616.18,ativo
1092,701,seguro_avulso,Vida,2025,3,2025-03-01,52.03,cancelado
1093,702,cartao,Visa Gold,2025,10,2025-10-05,67.63,ativo
1094,703,cartao,Elo Standard,2026,6,2026-06-18,56.49,ativo
1095,704,seguro_cartao,Seguro Vida Cartão (Prestamista),2026,1,2026-01-22,15.07,ativo
1096,705,seguro_avulso,Vida,2026,4,2026-04-08,119.75,ativo
1097,706,cartao,Visa Standard,2025,2,2025-02-24,52.53,ativo
1098,706,consorcio,Imóvel,2025,6,2025-06-27,312.53,cancelado
1099,707,cartao,Mastercard Standard,2025,5,2025-05-16,28.6,cancelado
1100,707,seguro_avulso,Vida,2025,4,2025-04-02,96.9,ativo
1101,708,seguro_cartao,Proteção Financeira do Cartão,2026,6,2026-06-27,14.81,ativo
1102,708,cartao,Mastercard Gold,2026,5,2026-05-27,33.87,ativo
1103,708,consorcio,Imóvel,2025,1,2025-01-25,3128.37,ativo
1104,709,consorcio,Imóvel,2026,4,2026-04-24,472.43,ativo
1105,709,seguro_cartao,Seguro Vida Cartão (Prestamista),2025,6,2025-06-23,13.61,ativo
1106,710,cartao,Elo Standard,2026,5,2026-05-03,21.88,cancelado
1107,710,consorcio,Veículo Leve,2025,5,2025-05-19,2269.29,ativo
1108,710,seguro_cartao,Proteção Financeira do Cartão,2025,11,2025-11-05,22.52,ativo
1109,711,cartao,Amex Platinum,2025,3,2025-03-03,32.4,ativo
1110,711,consorcio,Veículo Leve,2026,3,2026-03-16,2498.45,ativo
1111,712,consorcio,Veículo Leve,2025,6,2025-06-20,3327.68,ativo
1112,712,cartao,Mastercard Black,2025,4,2025-04-19,30.78,cancelado
1113,713,seguro_cartao,Proteção Financeira do Cartão,2026,1,2026-01-22,19.22,ativo
1114,714,seguro_cartao,Proteção Financeira do Cartão,2026,3,2026-03-07,22.97,ativo
1115,715,cartao,Elo Gold,2025,1,2025-01-07,67.21,ativo
1116,715,seguro_avulso,Residencial,2026,3,2026-03-17,60.29,ativo
1117,716,seguro_avulso,Garantia Estendida,2025,4,2025-04-04,33.77,ativo
1118,716,cartao,Elo Gold,2026,1,2026-01-13,32.27,ativo
1119,716,consorcio,Imóvel,2025,10,2025-10-09,667.63,ativo
1120,717,consorcio,Veículo Leve,2025,6,2025-06-19,1802.51,ativo
1121,718,seguro_cartao,Proteção Financeira do Cartão,2026,2,2026-02-07,22.98,ativo
1122,718,seguro_avulso,Vida,2025,1,2025-01-07,64.54,ativo
1123,719,seguro_avulso,Residencial,2025,1,2025-01-17,49.16,ativo
1124,720,cartao,Visa Standard,2026,5,2026-05-08,21.54,ativo
1125,720,seguro_cartao,Seguro Vida Cartão (Prestamista),2025,4,2025-04-15,13.98,ativo
1126,721,seguro_avulso,Auto,2026,3,2026-03-24,365.39,ativo
1127,721,cartao,Visa Standard,2025,8,2025-08-04,53.57,ativo
1128,721,consorcio,Serviços,2025,6,2025-06-09,864.53,ativo
1129,722,consorcio,Veículo Leve,2026,6,2026-06-05,2225.59,ativo
1130,722,seguro_avulso,Vida,2025,2,2025-02-24,69.55,ativo
1131,723,seguro_cartao,Seguro Vida Cartão (Prestamista),2026,6,2026-06-16,15.24,ativo
1132,723,cartao,Mastercard Gold,2026,2,2026-02-03,43.6,ativo
1133,724,seguro_cartao,Proteção Financeira do Cartão,2025,3,2025-03-05,24.08,cancelado
1134,724,cartao,Mastercard Standard,2026,6,2026-06-25,17.27,ativo
1135,725,consorcio,Motocicleta,2026,2,2026-02-13,2868.24,ativo
1136,725,cartao,Visa Platinum,2025,10,2025-10-21,63.61,ativo
1137,726,seguro_avulso,Auto,2025,4,2025-04-12,322.58,ativo
1138,726,cartao,Visa Standard,2025,11,2025-11-17,77.56,ativo
1139,727,consorcio,Motocicleta,2026,4,2026-04-02,2927.23,cancelado
1140,728,seguro_cartao,Seguro Vida Cartão (Prestamista),2025,12,2025-12-10,12.68,ativo
1141,728,cartao,Visa Gold,2025,1,2025-01-18,79.42,ativo
1142,729,seguro_cartao,Proteção Financeira do Cartão,2026,2,2026-02-08,19.8,ativo
1143,730,consorcio,Veículo Leve,2025,9,2025-09-01,738.97,ativo
1144,731,seguro_cartao,Seguro Vida Cartão (Prestamista),2025,12,2025-12-20,8.59,ativo
1145,731,cartao,Mastercard Gold,2025,10,2025-10-22,58.33,ativo
1146,732,cartao,Mastercard Standard,2025,1,2025-01-22,42.57,ativo
1147,733,seguro_cartao,Proteção Financeira do Cartão,2026,1,2026-01-26,14.9,ativo
1148,734,cartao,Elo Gold,2025,4,2025-04-25,28.2,ativo
1149,735,cartao,Visa Gold,2025,11,2025-11-09,63.18,ativo
1150,736,seguro_cartao,Seguro Vida Cartão (Prestamista),2026,5,2026-05-18,13.52,ativo
1151,737,seguro_cartao,Seguro Vida Cartão (Prestamista),2025,9,2025-09-12,20.25,ativo
1152,737,cartao,Visa Platinum,2026,4,2026-04-02,17.33,ativo
1153,738,cartao,Visa Standard,2025,5,2025-05-12,47.56,cancelado
1154,739,seguro_avulso,Garantia Estendida,2025,1,2025-01-21,32.75,cancelado
1155,739,cartao,Visa Gold,2025,12,2025-12-26,65.76,ativo
1156,740,seguro_avulso,Auto,2025,1,2025-01-04,204.52,cancelado
1157,740,consorcio,Eletroeletrônico,2025,11,2025-11-12,1078.98,ativo
1158,741,consorcio,Motocicleta,2026,3,2026-03-22,840.23,ativo
1159,742,consorcio,Imóvel,2025,2,2025-02-14,2378.98,cancelado
1160,743,cartao,Visa Gold,2025,1,2025-01-01,76.54,ativo
1161,744,cartao,Visa Standard,2026,3,2026-03-07,43.49,ativo
1162,745,consorcio,Motocicleta,2026,6,2026-06-25,672.31,ativo
1163,745,seguro_avulso,Residencial,2026,6,2026-06-11,79.66,cancelado
1164,746,cartao,Visa Standard,2026,5,2026-05-02,78.49,ativo
1165,746,seguro_avulso,Auto,2026,6,2026-06-01,331.32,ativo
1166,747,cartao,Mastercard Gold,2025,8,2025-08-03,70.93,ativo
1167,748,consorcio,Veículo Leve,2026,3,2026-03-26,1331.75,cancelado
1168,749,consorcio,Imóvel,2026,2,2026-02-07,2979.59,ativo
1169,749,cartao,Amex Platinum,2025,10,2025-10-25,22.82,ativo
1170,750,seguro_cartao,Seguro Vida Cartão (Prestamista),2026,3,2026-03-25,9.31,ativo
1171,751,seguro_cartao,Proteção Financeira do Cartão,2025,10,2025-10-03,8.87,ativo
1172,752,seguro_cartao,Proteção Financeira do Cartão,2026,1,2026-01-21,20.03,ativo
1173,752,cartao,Amex Platinum,2025,5,2025-05-22,40.08,ativo
1174,753,cartao,Elo Standard,2025,5,2025-05-27,45.75,ativo
1175,754,consorcio,Motocicleta,2025,6,2025-06-25,3009.7,ativo
1176,754,cartao,Mastercard Standard,2026,1,2026-01-06,40.67,suspenso
1177,755,seguro_cartao,Proteção Financeira do Cartão,2025,2,2025-02-01,8.22,ativo
1178,756,cartao,Elo Gold,2025,9,2025-09-01,27.3,cancelado
1179,756,seguro_cartao,Proteção Financeira do Cartão,2026,1,2026-01-25,20.19,ativo
1180,756,seguro_avulso,Auto,2025,8,2025-08-03,319.65,cancelado
1181,757,consorcio,Imóvel,2025,1,2025-01-25,370.0,cancelado
1182,758,cartao,Visa Gold,2026,2,2026-02-26,78.24,ativo
1183,759,seguro_avulso,Vida,2025,12,2025-12-12,120.06,ativo
1184,760,cartao,Mastercard Gold,2025,9,2025-09-06,43.22,ativo
1185,760,seguro_cartao,Proteção Financeira do Cartão,2025,11,2025-11-26,21.59,ativo
1186,761,consorcio,Imóvel,2026,4,2026-04-27,718.35,ativo
1187,762,consorcio,Veículo Leve,2025,11,2025-11-21,3272.3,ativo
1188,762,seguro_avulso,Vida,2025,11,2025-11-02,149.16,ativo
1189,762,seguro_cartao,Proteção Financeira do Cartão,2025,6,2025-06-14,21.69,ativo
1190,763,consorcio,Veículo Leve,2026,5,2026-05-08,2546.81,ativo
1191,764,cartao,Visa Standard,2026,5,2026-05-24,46.14,ativo
1192,764,consorcio,Veículo Pesado,2026,6,2026-06-14,1043.05,ativo
1193,764,seguro_cartao,Seguro Vida Cartão (Prestamista),2025,1,2025-01-14,24.42,ativo
1194,765,consorcio,Motocicleta,2026,6,2026-06-26,1222.45,ativo
